Date,ACWI SMALL VALUE Small Cap
1994-05-31,244.387
1994-06-30,248.805
1994-07-29,250.639
1994-08-31,255.035
1994-09-30,250.434
1994-10-31,251.278
1994-11-30,238.504
1994-12-30,242.506
1995-01-31,239.494
1995-02-28,238.898
1995-03-31,245.28
1995-04-28,250.019
1995-05-31,249.387
1995-06-30,249.942
1995-07-31,260.908
1995-08-31,258.574
1995-09-29,260.545
1995-10-31,251.939
1995-11-30,256.781
1995-12-29,265.435
1996-01-31,268.778
1996-02-29,273.632
1996-03-29,277.774
1996-04-30,289.707
1996-05-31,292.18
1996-06-28,291.086
1996-07-31,278.842
1996-08-30,283.083
1996-09-30,285.609
1996-10-31,283.757
1996-11-29,290.339
1996-12-31,290.284
1997-01-31,290.253
1997-02-28,292.818
1997-03-31,286.644
1997-04-30,284.697
1997-05-30,305.074
1997-06-30,317.108
1997-07-31,318.785
1997-08-29,314.658
1997-09-30,324.365
1997-10-31,313.142
1997-11-28,304.873
1997-12-31,304.169
1998-01-30,308.15
1998-02-27,328.613
1998-03-31,341.121
1998-04-30,343.433
1998-05-29,336.934
1998-06-30,327.662
1998-07-31,314.277
1998-08-31,270.948
1998-09-30,274.36
1998-10-30,287.385
1998-11-30,300.038
1998-12-31,307.51
1999-01-29,302.917
1999-02-26,291.247
1999-03-31,299.785
1999-04-30,325.688
1999-05-31,326.193
1999-06-30,342.522
1999-07-30,346.271
1999-08-31,344.058
1999-09-30,340.689
1999-10-29,335.021
1999-11-30,336.291
1999-12-31,345.367
2000-01-31,340.3
2000-02-29,344.19
2000-03-31,352.84
2000-04-28,334.026
2000-05-31,330.521
2000-06-30,346.917
2000-07-31,340.554
2000-08-31,351.458
2000-09-29,342.398
2000-10-31,327.979
2000-11-30,320.565
2000-12-29,338.432
2001-01-31,352.197
2001-02-28,344.975
2001-03-30,328.705
2001-04-30,347.579
2001-05-31,356.216
2001-06-29,357.312
2001-07-31,349.162
2001-08-31,350.946
2001-09-28,312.491
2001-10-31,321.943
2001-11-30,337.252
2001-12-31,346.265
2002-01-31,345.225
2002-02-28,351.034
2002-03-29,375.046
2002-04-30,387.606
2002-05-31,391.398
2002-06-28,376.027
2002-07-31,340.853
2002-08-30,342.564
2002-09-30,315.563
2002-10-31,319.806
2002-11-29,337.057
2002-12-31,332.252
2003-01-31,325.453
2003-02-28,319.514
2003-03-31,318.993
2003-04-30,348.602
2003-05-30,380.925
2003-06-30,392.187
2003-07-31,407.337
2003-08-29,425.103
2003-09-30,433.08
2003-10-31,463.093
2003-11-28,475.696
2003-12-31,500.705
2004-01-30,518.741
2004-02-27,533.417
2004-03-31,545.362
2004-04-30,519.808
2004-05-31,523.188
2004-06-30,543.851
2004-07-30,525.604
2004-08-31,532.349
2004-09-30,549.985
2004-10-29,562.622
2004-11-30,606.834
2004-12-31,633.108
2005-01-31,625.553
2005-02-28,648.138
2005-03-31,635.173
2005-04-29,615.309
2005-05-31,632.563
2005-06-30,651.082
2005-07-29,680.76
2005-08-31,683.196
2005-09-30,697.364
2005-10-31,674.837
2005-11-30,701.458
2005-12-30,721.542
2006-01-31,772.378
2006-02-28,774.903
2006-03-31,801.07
2006-04-28,822.239
2006-05-31,785.807
2006-06-30,778.819
2006-07-31,772.504
2006-08-31,793.124
2006-09-29,800.61
2006-10-31,836.449
2006-11-30,871.326
2006-12-29,889.531
2007-01-31,905.176
2007-02-28,914.493
2007-03-30,935.117
2007-04-30,969.893
2007-05-31,1000.0
2007-06-29,984.938
2007-07-31,954.53
2007-08-31,938.527
2007-09-28,957.332
2007-10-31,985.589
2007-11-30,916.825
2007-12-31,900.192
2008-01-31,841.258
2008-02-29,841.961
2008-03-31,835.129
2008-04-30,862.849
2008-05-30,879.416
2008-06-30,788.315
2008-07-31,786.548
2008-08-29,787.392
2008-09-30,697.564
2008-10-31,541.175
2008-11-28,499.955
2008-12-31,535.619
2009-01-30,486.907
2009-02-27,431.223
2009-03-31,471.002
2009-04-30,561.119
2009-05-29,619.229
2009-06-30,623.163
2009-07-31,687.696
2009-08-31,738.286
2009-09-30,780.53
2009-10-30,749.693
2009-11-30,766.862
2009-12-31,801.354
2010-01-29,784.411
2010-02-26,799.859
2010-03-31,861.157
2010-04-30,893.807
2010-05-31,806.679
2010-06-30,773.303
2010-07-30,834.486
2010-08-31,800.115
2010-09-30,885.642
2010-10-29,918.394
2010-11-30,908.847
2010-12-31,992.191
2011-01-31,999.831
2011-02-28,1026.99
2011-03-31,1036.85
2011-04-29,1072.999
2011-05-31,1048.604
2011-06-30,1025.884
2011-07-29,1005.488
2011-08-31,918.386
2011-09-30,813.366
2011-10-31,903.664
2011-11-30,875.053
2011-12-30,874.727
2012-01-31,943.457
2012-02-29,991.29
2012-03-30,997.532
2012-04-30,986.38
2012-05-31,899.268
2012-06-29,934.176
2012-07-31,931.642
2012-08-31,957.774
2012-09-28,994.665
2012-10-31,993.585
2012-11-30,1003.995
2012-12-31,1045.248
2013-01-31,1108.089
2013-02-28,1121.216
2013-03-29,1151.858
2013-04-30,1171.526
2013-05-31,1172.999
2013-06-28,1137.212
2013-07-31,1200.183
2013-08-30,1167.381
2013-09-30,1241.909
2013-10-31,1289.139
2013-11-29,1300.107
2013-12-31,1325.07
2014-01-31,1296.697
2014-02-28,1359.586
2014-03-31,1372.122
2014-04-30,1364.428
2014-05-30,1382.766
2014-06-30,1426.076
2014-07-31,1381.234
2014-08-29,1418.306
2014-09-30,1335.336
2014-10-31,1356.863
2014-11-28,1355.688
2014-12-31,1358.108
2015-01-30,1336.825
2015-02-27,1404.211
2015-03-31,1401.334
2015-04-30,1428.097
2015-05-29,1436.705
2015-06-30,1408.427
2015-07-31,1381.48
2015-08-31,1307.324
2015-09-30,1265.344
2015-10-30,1340.678
2015-11-30,1342.291
2015-12-31,1307.644
2016-01-29,1214.883
2016-02-29,1226.965
2016-03-31,1337.466
2016-04-29,1372.572
2016-05-31,1373.513
2016-06-30,1354.983
2016-07-29,1429.575
2016-08-31,1438.401
2016-09-30,1456.249
2016-10-31,1421.277
2016-11-30,1480.014
2016-12-30,1524.457
2017-01-31,1560.972
2017-02-28,1599.301
2017-03-31,1601.832
2017-04-28,1623.813
2017-05-31,1618.07
2017-06-30,1646.341
2017-07-31,1688.008
2017-08-31,1683.356
2017-09-29,1743.935
2017-10-31,1757.957
2017-11-30,1793.099
2017-12-29,1824.268
2018-01-31,1877.213
2018-02-28,1789.822
2018-03-30,1784.54
2018-04-30,1809.523
2018-05-31,1829.871
2018-06-29,1807.645
2018-07-31,1835.213
2018-08-31,1843.646
2018-09-28,1814.845
2018-10-31,1656.39
2018-11-30,1672.177
2018-12-31,1530.054
2019-01-31,1679.445
2019-02-28,1721.452
2019-03-29,1703.839
2019-04-30,1746.324
2019-05-31,1627.307
2019-06-28,1708.783
2019-07-31,1703.625
2019-08-30,1635.593
2019-09-30,1696.382
2019-10-31,1747.313
2019-11-29,1779.29
2019-12-31,1852.807
2020-01-31,1778.099
2020-02-28,1600.765
2020-03-31,1209.452
2020-04-30,1356.494
2020-05-29,1408.647
2020-06-30,1448.145
2020-07-31,1485.355
2020-08-31,1571.775
2020-09-30,1523.864
2020-10-30,1533.486
2020-11-30,1798.568
2020-12-31,1925.68
2021-01-29,1949.782
2021-02-26,2081.781
2021-03-31,2164.943
2021-04-30,2251.147
2021-05-31,2303.538
2021-06-30,2279.673
2021-07-30,2258.449
2021-08-31,2304.624
2021-09-30,2248.229
2021-10-29,2313.614
2021-11-30,2213.221
2021-12-31,2323.266
2022-01-31,2239.308
2022-02-28,2247.698
2022-03-31,2277.856
2022-04-29,2142.377
2022-05-31,2164.011
2022-06-30,1943.222
2022-07-29,2084.106
2022-08-31,2032.795
2022-09-30,1824.494
2022-10-31,1972.398
2022-11-30,2108.046
2022-12-30,2048.415
2023-01-31,2220.452
2023-02-28,2171.7
2023-03-31,2085.573
2023-04-28,2085.0
2023-05-31,2019.59
2023-06-30,2142.403
2023-07-31,2269.9
2023-08-31,2188.959
2023-09-29,2101.36
2023-10-31,1993.046
2023-11-30,2164.473
2023-12-29,2362.783
2024-01-31,2306.033
2024-02-29,2337.159
2024-03-29,2436.647
2024-04-30,2349.241
2024-05-31,2433.936
2024-06-28,2388.47
2024-07-31,2561.826
2024-08-30,2576.211
2024-09-30,2628.543
2024-10-31,2550.355
2024-11-29,2668.369
2024-12-31,2525.722
2025-01-31,2585.244
2025-02-28,2534.83
2025-03-31,2477.362
2025-04-30,2470.896
2025-05-30,2601.128
