Date,BELGIUM Standard (Large+Mid Cap)
1969-12-31,100.0
1970-01-30,101.067
1970-02-27,101.267
1970-03-31,101.957
1970-04-30,100.935
1970-05-29,97.124
1970-06-30,98.128
1970-07-31,104.009
1970-08-31,103.779
1970-09-30,104.731
1970-10-30,106.34
1970-11-30,104.938
1970-12-31,107.181
1971-01-29,116.396
1971-02-26,119.681
1971-03-31,117.423
1971-04-30,121.092
1971-05-31,122.671
1971-06-30,124.006
1971-07-30,128.914
1971-08-31,127.624
1971-09-30,123.823
1971-10-29,120.801
1971-11-30,124.836
1971-12-31,131.093
1972-01-31,139.478
1972-02-29,146.785
1972-03-31,154.211
1972-04-28,153.278
1972-05-31,155.763
1972-06-30,157.539
1972-07-31,166.953
1972-08-31,165.193
1972-09-29,165.851
1972-10-31,164.875
1972-11-30,166.597
1972-12-29,173.123
1973-01-31,185.225
1973-02-28,216.373
1973-03-30,219.082
1973-04-30,223.516
1973-05-31,233.888
1973-06-29,250.438
1973-07-31,242.928
1973-08-31,223.668
1973-09-28,233.861
1973-10-31,241.142
1973-11-30,203.762
1973-12-31,198.397
1974-01-31,194.908
1974-02-28,201.898
1974-03-29,201.461
1974-04-30,208.851
1974-05-31,188.346
1974-06-28,179.255
1974-07-31,185.389
1974-08-30,165.263
1974-09-30,154.665
1974-10-31,167.795
1974-11-29,172.335
1974-12-31,169.979
1975-01-31,198.101
1975-02-28,212.371
1975-03-31,207.845
1975-04-30,216.935
1975-05-30,218.477
1975-06-30,211.107
1975-07-31,198.654
1975-08-29,199.743
1975-09-30,176.903
1975-10-31,184.357
1975-11-28,192.4
1975-12-31,193.58
1976-01-30,211.685
1976-02-27,206.551
1976-03-31,199.859
1976-04-30,201.23
1976-05-31,191.287
1976-06-30,192.996
1976-07-30,193.114
1976-08-31,187.202
1976-09-30,186.985
1976-10-29,185.98
1976-11-30,199.572
1976-12-31,212.095
1977-01-31,205.225
1977-02-28,211.925
1977-03-31,206.34
1977-04-29,211.494
1977-05-31,210.533
1977-06-30,217.563
1977-07-29,221.791
1977-08-31,217.334
1977-09-30,217.718
1977-10-31,219.599
1977-11-30,217.845
1977-12-30,229.736
1978-01-31,240.63
1978-02-28,249.299
1978-03-31,254.159
1978-04-28,266.808
1978-05-31,251.742
1978-06-30,248.346
1978-07-31,256.562
1978-08-31,264.839
1978-09-29,272.178
1978-10-31,301.82
1978-11-30,277.492
1978-12-29,295.846
1979-01-31,310.565
1979-02-28,316.589
1979-03-30,320.988
1979-04-30,317.4
1979-05-31,308.919
1979-06-29,317.886
1979-07-31,325.547
1979-08-31,325.525
1979-09-28,348.443
1979-10-31,329.959
1979-11-30,342.988
1979-12-31,345.838
1980-01-31,352.057
1980-02-29,333.426
1980-03-31,276.906
1980-04-30,327.771
1980-05-30,333.13
1980-06-30,343.323
1980-07-31,337.36
1980-08-29,324.181
1980-09-30,320.526
1980-10-31,304.036
1980-11-28,290.522
1980-12-31,280.106
1981-01-30,263.885
1981-02-27,256.011
1981-03-31,246.615
1981-04-30,237.619
1981-05-29,207.363
1981-06-30,197.212
1981-07-31,185.975
1981-08-31,190.017
1981-09-30,189.342
1981-10-30,193.35
1981-11-30,201.853
1981-12-31,237.836
1982-01-29,250.974
1982-02-26,242.486
1982-03-31,226.485
1982-04-30,237.439
1982-05-31,223.157
1982-06-30,212.42
1982-07-30,222.811
1982-08-31,233.549
1982-09-30,238.716
1982-10-29,234.211
1982-11-30,241.573
1982-12-31,260.714
1983-01-31,259.512
1983-02-28,265.545
1983-03-31,297.276
1983-04-29,320.011
1983-05-31,306.997
1983-06-30,322.415
1983-07-29,329.293
1983-08-31,318.051
1983-09-30,319.926
1983-10-31,301.114
1983-11-30,312.244
1983-12-30,327.407
1984-01-31,346.488
1984-02-29,350.135
1984-03-30,370.121
1984-04-30,386.86
1984-05-31,370.978
1984-06-29,352.562
1984-07-31,347.415
1984-08-31,389.968
1984-09-28,377.85
1984-10-31,387.196
1984-11-30,373.223
1984-12-31,371.038
1985-01-31,358.916
1985-02-28,364.137
1985-03-29,395.555
1985-04-30,391.252
1985-05-31,411.604
1985-06-28,397.7
1985-07-31,434.679
1985-08-30,453.838
1985-09-30,500.632
1985-10-31,598.184
1985-11-29,655.343
1985-12-31,666.659
1986-01-31,659.197
1986-02-28,835.621
1986-03-31,863.472
1986-04-30,962.665
1986-05-30,891.712
1986-06-30,953.202
1986-07-31,982.67
1986-08-29,1061.112
1986-09-30,1066.762
1986-10-31,1079.196
1986-11-28,1168.924
1986-12-31,1203.943
1987-01-30,1272.224
1987-02-27,1325.381
1987-03-31,1400.56
1987-04-30,1495.067
1987-05-29,1429.325
1987-06-30,1500.693
1987-07-31,1611.448
1987-08-31,1675.319
1987-09-30,1586.41
1987-10-30,1287.322
1987-11-30,1276.237
1987-12-31,1313.591
1988-01-29,1365.957
1988-02-29,1709.938
1988-03-31,1778.038
1988-04-29,1791.891
1988-05-31,1709.404
1988-06-30,1734.552
1988-07-29,1646.118
1988-08-31,1639.008
1988-09-30,1796.646
1988-10-31,1954.816
1988-11-30,2010.191
1988-12-30,2040.918
1989-01-31,2045.01
1989-02-28,2000.121
1989-03-31,1988.451
1989-04-28,2051.788
1989-05-31,1976.16
1989-06-30,1992.933
1989-07-31,2095.919
1989-08-31,2051.713
1989-09-29,2230.679
1989-10-31,2145.693
1989-11-30,2300.181
1989-12-29,2418.454
1990-01-31,2328.402
1990-02-28,2117.243
1990-03-30,2308.553
1990-04-30,2293.207
1990-05-31,2350.818
1990-06-29,2367.945
1990-07-31,2500.371
1990-08-31,2270.518
1990-09-28,2053.338
1990-10-31,2225.065
1990-11-30,2166.167
1990-12-31,2179.733
1991-01-31,2213.148
1991-02-28,2457.036
1991-03-29,2293.555
1991-04-30,2225.954
1991-05-31,2222.881
1991-06-28,2100.66
1991-07-31,2148.788
1991-08-30,2147.59
1991-09-30,2183.591
1991-10-31,2228.063
1991-11-29,2256.733
1991-12-31,2512.785
1992-01-31,2512.33
1992-02-28,2514.075
1992-03-31,2470.072
1992-04-30,2507.033
1992-05-29,2581.283
1992-06-30,2625.071
1992-07-31,2699.593
1992-08-31,2622.344
1992-09-30,2727.919
1992-10-30,2578.07
1992-11-30,2534.44
1992-12-31,2508.74
1993-01-29,2645.126
1993-02-26,2654.531
1993-03-31,2887.779
1993-04-30,2813.029
1993-05-31,2772.831
1993-06-30,2799.963
1993-07-30,2739.977
1993-08-31,2761.613
1993-09-30,2793.408
1993-10-29,2903.557
1993-11-30,2951.47
1993-12-31,3133.504
1994-01-31,3275.765
1994-02-28,3262.225
1994-03-31,3220.381
1994-04-29,3403.78
1994-05-31,3334.188
1994-06-30,3287.396
1994-07-29,3444.511
1994-08-31,3495.938
1994-09-30,3306.437
1994-10-31,3434.08
1994-11-30,3378.453
1994-12-30,3428.873
1995-01-31,3415.091
1995-02-28,3521.787
1995-03-31,3742.53
1995-04-28,3989.319
1995-05-31,3982.189
1995-06-30,3992.887
1995-07-31,4128.03
1995-08-31,3900.12
1995-09-29,4044.852
1995-10-31,4058.725
1995-11-30,4130.786
1995-12-29,4365.785
1996-01-31,4465.504
1996-02-29,4420.499
1996-03-29,4318.816
1996-04-30,4433.749
1996-05-31,4508.578
1996-06-28,4532.983
1996-07-31,4587.62
1996-08-30,4634.449
1996-09-30,4697.038
1996-10-31,4769.879
1996-11-29,4915.538
1996-12-31,4939.402
1997-01-31,5061.932
1997-02-28,5142.948
1997-03-31,5221.716
1997-04-30,5277.949
1997-05-30,5409.94
1997-06-30,5525.939
1997-07-31,5608.227
1997-08-29,5193.617
1997-09-30,5499.105
1997-10-31,5468.017
1997-11-28,5526.441
1997-12-31,5654.246
1998-01-30,5869.58
1998-02-27,6154.926
1998-03-31,6676.108
1998-04-30,7136.349
1998-05-29,7572.138
1998-06-30,8128.861
1998-07-31,8535.021
1998-08-31,7905.249
1998-09-30,7751.837
1998-10-30,8296.947
1998-11-30,8569.144
1998-12-31,9540.314
1999-01-29,9240.77
1999-02-26,8826.475
1999-03-31,8328.368
1999-04-30,8063.158
1999-05-31,7618.972
1999-06-30,7712.811
1999-07-30,7799.748
1999-08-31,8198.209
1999-09-30,7954.237
1999-10-29,7923.618
1999-11-30,7695.623
1999-12-31,8228.562
2000-01-31,6696.331
2000-02-29,6413.349
2000-03-31,6430.282
2000-04-28,6253.578
2000-05-31,6492.864
2000-06-30,6934.158
2000-07-31,7018.599
2000-08-31,6903.977
2000-09-29,6627.456
2000-10-31,6534.732
2000-11-30,6315.761
2000-12-29,6891.032
2001-01-31,6717.062
2001-02-28,6724.971
2001-03-30,6119.18
2001-04-30,6076.247
2001-05-31,5824.014
2001-06-29,5992.442
2001-07-31,6386.623
2001-08-31,6513.912
2001-09-28,5891.442
2001-10-31,5695.523
2001-11-30,5879.637
2001-12-31,6190.151
2002-01-31,5860.144
2002-02-28,5797.071
2002-03-29,5934.2
2002-04-30,6209.043
2002-05-31,6404.864
2002-06-28,6295.121
2002-07-31,5437.114
2002-08-30,5473.385
2002-09-30,4564.759
2002-10-31,4957.242
2002-11-29,5163.37
2002-12-31,5309.472
2003-01-31,5018.851
2003-02-28,4444.333
2003-03-31,4395.36
2003-04-30,5194.896
2003-05-30,5748.974
2003-06-30,5753.676
2003-07-31,5886.235
2003-08-29,5788.388
2003-09-30,6141.635
2003-10-31,6437.765
2003-11-28,6664.48
2003-12-31,7268.736
2004-01-30,7601.933
2004-02-27,7926.639
2004-03-31,7497.802
2004-04-30,7533.972
2004-05-31,7773.933
2004-06-30,8018.17
2004-07-30,7915.085
2004-08-31,8285.928
2004-09-30,8912.905
2004-10-29,9437.921
2004-11-30,10048.268
2004-12-31,10529.699
2005-01-31,10322.535
2005-02-28,10881.762
2005-03-31,10754.618
2005-04-29,10442.118
2005-05-31,10353.027
2005-06-30,10391.607
2005-07-29,10838.996
2005-08-31,10991.661
2005-09-30,11136.776
2005-10-31,10861.862
2005-11-30,11116.441
2005-12-30,11604.482
2006-01-31,12429.46
2006-02-28,12585.299
2006-03-31,12826.898
2006-04-28,13562.144
2006-05-31,13142.496
2006-06-30,13018.31
2006-07-31,13375.684
2006-08-31,14044.817
2006-09-29,14517.761
2006-10-31,14941.349
2006-11-30,15237.606
2006-12-29,15991.746
2007-01-31,16033.921
2007-02-28,15942.029
2007-03-30,16625.559
2007-04-30,17496.311
2007-05-31,17576.209
2007-06-29,17484.403
2007-07-31,16780.669
2007-08-31,16288.066
2007-09-28,16685.384
2007-10-31,17440.883
2007-11-30,15978.415
2007-12-31,15693.153
2008-01-31,14133.199
2008-02-29,14472.08
2008-03-31,15211.042
2008-04-30,16020.846
2008-05-30,15263.983
2008-06-30,12363.737
2008-07-31,11325.225
2008-08-29,11294.42
2008-09-30,8431.308
2008-10-31,5349.21
2008-11-28,4794.208
2008-12-31,5312.581
2009-01-30,5240.45
2009-02-27,4759.426
2009-03-31,5083.128
2009-04-30,5732.714
2009-05-29,6558.963
2009-06-30,6440.288
2009-07-31,6997.371
2009-08-31,7722.174
2009-09-30,8292.367
2009-10-30,8133.692
2009-11-30,8438.582
2009-12-31,8424.987
2010-01-29,8208.715
2010-02-26,8099.381
2010-03-31,8340.856
2010-04-30,8049.865
2010-05-31,7439.19
2010-06-30,7316.167
2010-07-30,8077.79
2010-08-31,7773.874
2010-09-30,8753.084
2010-10-29,9123.864
2010-11-30,7997.302
2010-12-31,8441.147
2011-01-31,8603.987
2011-02-28,8834.863
2011-03-31,8910.555
2011-04-29,10017.706
2011-05-31,9582.873
2011-06-30,9184.355
2011-07-29,8798.025
2011-08-31,8255.928
2011-09-30,7433.85
2011-10-31,7836.573
2011-11-30,7637.464
2011-12-30,7600.03
2012-01-31,7899.339
2012-02-29,8625.072
2012-03-30,9044.849
2012-04-30,8908.715
2012-05-31,8174.473
2012-06-29,9134.765
2012-07-31,9207.01
2012-08-31,9760.103
2012-09-28,10061.425
2012-10-31,10000.566
2012-11-30,10484.375
2012-12-31,10695.101
2013-01-31,11025.837
2013-02-28,11369.143
2013-03-29,11645.619
2013-04-30,11852.602
2013-05-31,11715.627
2013-06-28,11211.655
2013-07-31,12109.557
2013-08-30,11928.087
2013-09-30,12740.52
2013-10-31,13358.627
2013-11-29,13278.926
2013-12-31,13775.507
2014-01-31,12941.688
2014-02-28,14127.346
2014-03-31,14105.593
2014-04-30,14428.657
2014-05-30,14687.625
2014-06-30,14891.945
2014-07-31,14288.358
2014-08-29,14650.693
2014-09-30,14337.99
2014-10-31,14045.723
2014-11-28,14891.016
2014-12-31,14446.492
2015-01-30,15087.264
2015-02-27,15868.846
2015-03-31,15307.79
2015-04-30,15551.456
2015-05-29,15618.788
2015-06-30,15550.443
2015-07-31,15874.497
2015-08-31,14765.303
2015-09-30,14330.232
2015-10-30,15730.097
2015-11-30,16510.724
2015-12-31,16322.121
2016-01-29,15909.316
2016-02-29,14775.058
2016-03-31,15928.812
2016-04-29,16191.353
2016-05-31,16543.49
2016-06-30,16376.124
2016-07-29,16634.237
2016-08-31,16519.609
2016-09-30,17199.104
2016-10-31,15725.35
2016-11-30,14914.919
2016-12-30,15218.377
2017-01-31,15233.669
2017-02-28,15527.419
2017-03-31,16002.819
2017-04-28,16537.281
2017-05-31,17448.913
2017-06-30,16886.992
2017-07-31,18321.9
2017-08-31,18100.974
2017-09-29,18452.05
2017-10-31,18753.163
2017-11-30,18387.653
2017-12-29,18228.571
2018-01-31,19220.201
2018-02-28,18421.911
2018-03-30,18324.374
2018-04-30,17774.049
2018-05-31,16855.467
2018-06-29,17357.231
2018-07-31,17733.891
2018-08-31,16897.442
2018-09-28,16460.538
2018-10-31,14537.723
2018-11-30,14843.834
2018-12-31,13466.051
2019-01-31,14795.326
2019-02-28,15174.115
2019-03-29,15653.916
2019-04-30,16214.433
2019-05-31,14976.377
2019-06-28,15943.691
2019-07-31,16910.332
2019-08-30,16052.712
2019-09-30,16498.238
2019-10-31,15677.882
2019-11-29,15907.71
2019-12-31,16351.848
2020-01-31,15778.498
2020-02-28,13142.407
2020-03-31,11031.543
2020-04-30,11763.862
2020-05-29,11876.986
2020-06-30,12499.08
2020-07-31,13145.015
2020-08-31,13348.137
2020-09-30,12753.556
2020-10-30,11992.638
2020-11-30,14768.153
2020-12-31,15114.266
2021-01-29,14756.997
2021-02-26,14595.458
2021-03-31,14731.61
2021-04-30,15757.996
2021-05-31,16471.44
2021-06-30,16158.296
2021-07-30,15839.295
2021-08-31,15966.213
2021-09-30,15248.007
2021-10-29,15729.756
2021-11-30,14626.429
2021-12-31,15544.656
2022-01-31,14767.89
2022-02-28,14658.262
2022-03-31,14780.224
2022-04-29,13980.591
2022-05-31,13679.934
2022-06-30,12908.827
2022-07-29,12903.628
2022-08-31,11950.988
2022-09-30,11199.821
2022-10-31,12114.216
2022-11-30,13281.681
2022-12-30,13741.402
2023-01-31,14331.197
2023-02-28,14261.225
2023-03-31,14605.743
2023-04-28,14805.377
2023-05-31,13276.113
2023-06-30,13792.266
2023-07-31,14844.774
2023-08-31,14379.903
2023-09-29,13768.934
2023-10-31,13289.206
2023-11-30,14264.951
2023-12-29,14664.366
2024-01-31,14334.394
2024-02-29,14309.717
2024-03-29,14919.165
2024-04-30,14838.645
2024-05-31,15404.01
2024-06-28,15143.967
2024-07-31,16194.691
2024-08-30,16701.191
2024-09-30,17455.069
2024-10-31,16776.55
2024-11-29,16339.721
2024-12-31,16077.31
2025-01-31,16427.635
2025-02-28,17140.813
2025-03-31,17052.438
2025-04-30,18234.313
2025-05-30,18788.267
