Date,IRELAND IMI GROWTH IMI (Large+Mid+Small Cap)
1994-05-31,156.412
1994-06-30,153.177
1994-07-29,165.754
1994-08-31,179.197
1994-09-30,175.417
1994-10-31,175.405
1994-11-30,166.736
1994-12-30,170.818
1995-01-31,176.621
1995-02-28,180.264
1995-03-31,181.989
1995-04-28,182.653
1995-05-31,184.363
1995-06-30,196.028
1995-07-31,204.406
1995-08-31,203.53
1995-09-29,208.127
1995-10-31,204.021
1995-11-30,210.202
1995-12-29,217.443
1996-01-31,223.957
1996-02-29,231.793
1996-03-29,247.008
1996-04-30,256.568
1996-05-31,264.041
1996-06-28,267.003
1996-07-31,258.234
1996-08-30,269.779
1996-09-30,276.677
1996-10-31,272.707
1996-11-29,280.474
1996-12-31,287.824
1997-01-31,295.248
1997-02-28,292.699
1997-03-31,288.702
1997-04-30,279.712
1997-05-30,298.399
1997-06-30,314.252
1997-07-31,321.181
1997-08-29,324.721
1997-09-30,340.854
1997-10-31,343.778
1997-11-28,346.017
1997-12-31,348.025
1998-01-30,360.027
1998-02-27,405.093
1998-03-31,432.555
1998-04-30,444.88
1998-05-29,432.049
1998-06-30,424.63
1998-07-31,422.296
1998-08-31,344.238
1998-09-30,373.394
1998-10-30,384.932
1998-11-30,402.683
1998-12-31,441.347
1999-01-29,443.321
1999-02-26,444.835
1999-03-31,429.609
1999-04-30,405.199
1999-05-31,367.951
1999-06-30,369.193
1999-07-30,388.845
1999-08-31,388.372
1999-09-30,374.165
1999-10-29,348.809
1999-11-30,365.002
1999-12-31,391.962
2000-01-31,387.381
2000-02-29,424.335
2000-03-31,460.866
2000-04-28,407.549
2000-05-31,385.677
2000-06-30,400.987
2000-07-31,408.034
2000-08-31,415.434
2000-09-29,400.486
2000-10-31,394.993
2000-11-30,388.769
2000-12-29,385.06
2001-01-31,397.141
2001-02-28,408.787
2001-03-30,380.22
2001-04-30,380.909
2001-05-31,405.534
2001-06-29,429.022
2001-07-31,402.798
2001-08-31,373.61
2001-09-28,344.409
2001-10-31,334.457
2001-11-30,345.59
2001-12-31,358.803
2002-01-31,292.561
2002-02-28,243.981
2002-03-29,252.708
2002-04-30,251.836
2002-05-31,263.338
2002-06-28,262.244
2002-07-31,242.032
2002-08-30,246.656
2002-09-30,212.479
2002-10-31,237.65
2002-11-29,244.659
2002-12-31,234.288
2003-01-31,245.999
2003-02-28,246.828
2003-03-31,243.453
2003-04-30,273.324
2003-05-30,294.713
2003-06-30,292.692
2003-07-31,288.681
2003-08-29,296.323
2003-09-30,310.294
2003-10-31,332.064
2003-11-28,343.688
2003-12-31,384.643
2004-01-30,394.629
2004-02-27,416.702
2004-03-31,431.743
2004-04-30,445.09
2004-05-31,446.691
2004-06-30,462.807
2004-07-30,454.385
2004-08-31,469.887
2004-09-30,497.867
2004-10-29,512.048
2004-11-30,557.321
2004-12-31,594.32
2005-01-31,589.313
2005-02-28,571.132
2005-03-31,528.967
2005-04-29,511.361
2005-05-31,521.708
2005-06-30,535.758
2005-07-29,568.257
2005-08-31,560.496
2005-09-30,559.823
2005-10-31,526.434
2005-11-30,546.003
2005-12-30,603.287
2006-01-31,639.551
2006-02-28,658.229
2006-03-31,688.985
2006-04-28,717.557
2006-05-31,704.263
2006-06-30,680.497
2006-07-31,667.318
2006-08-31,731.325
2006-09-29,730.054
2006-10-31,776.365
2006-11-30,805.492
2006-12-29,879.751
2007-01-31,835.618
2007-02-28,871.776
2007-03-30,890.595
2007-04-30,937.771
2007-05-31,1000.0
2007-06-29,955.475
2007-07-31,859.396
2007-08-31,839.806
2007-09-28,827.18
2007-10-31,822.865
2007-11-30,783.801
2007-12-31,741.928
2008-01-31,726.067
2008-02-29,732.624
2008-03-31,728.259
2008-04-30,757.887
2008-05-30,726.048
2008-06-30,700.186
2008-07-31,568.803
2008-08-29,539.435
2008-09-30,431.764
2008-10-31,369.557
2008-11-28,330.872
2008-12-31,331.35
2009-01-30,340.387
2009-02-27,327.956
2009-03-31,338.354
2009-04-30,352.176
2009-05-29,416.626
2009-06-30,391.837
2009-07-31,418.776
2009-08-31,441.392
2009-09-30,467.598
2009-10-30,437.6
2009-11-30,461.684
2009-12-31,477.479
2010-01-29,457.012
2010-02-26,433.448
2010-03-31,473.745
2010-04-30,512.204
2010-05-31,413.299
2010-06-30,392.558
2010-07-30,411.71
2010-08-31,354.137
2010-09-30,390.424
2010-10-29,408.56
2010-11-30,386.08
2010-12-31,418.844
2011-01-31,425.285
2011-02-28,442.766
2011-03-31,450.463
2011-04-29,504.531
2011-05-31,531.368
2011-06-30,553.808
2011-07-29,531.425
2011-08-31,512.847
2011-09-30,494.222
2011-10-31,538.799
2011-11-30,521.985
2011-12-30,563.075
2012-01-31,558.976
2012-02-29,588.596
2012-03-30,642.908
2012-04-30,632.301
2012-05-31,617.343
2012-06-29,626.77
2012-07-31,596.488
2012-08-31,616.815
2012-09-28,638.009
2012-10-31,649.326
2012-11-30,649.323
2012-12-31,675.175
2013-01-31,687.158
2013-02-28,719.196
2013-03-29,755.683
2013-04-30,755.376
2013-05-31,764.174
2013-06-28,749.411
2013-07-31,795.653
2013-08-30,842.612
2013-09-30,831.752
2013-10-31,913.31
2013-11-29,935.262
2013-12-31,944.391
2014-01-31,961.043
2014-02-28,1130.83
2014-03-31,1045.615
2014-04-30,1021.404
2014-05-30,994.814
2014-06-30,939.144
2014-07-31,947.243
2014-08-29,981.536
2014-09-30,950.741
2014-10-31,932.323
2014-11-28,1002.829
2014-12-31,971.718
2015-01-30,933.433
2015-02-27,1019.471
2015-03-31,1008.662
2015-04-30,1058.534
2015-05-29,1077.046
2015-06-30,1087.703
2015-07-31,1139.769
2015-08-31,1125.373
2015-09-30,1109.584
2015-10-30,1146.558
2015-11-30,1151.985
2015-12-31,1155.632
2016-01-29,1089.204
2016-02-29,1088.438
2016-03-31,1143.851
2016-04-29,1136.554
2016-05-31,1164.386
2016-06-30,1035.167
2016-07-29,1080.624
2016-08-31,1139.913
2016-09-30,1116.391
2016-10-31,1047.116
2016-11-30,1064.191
2016-12-30,1098.792
2017-01-31,1104.547
2017-02-28,1123.929
2017-03-31,1159.936
2017-04-28,1209.174
2017-05-31,1230.726
2017-06-30,1209.875
2017-07-31,1214.576
2017-08-31,1216.529
2017-09-29,1301.056
2017-10-31,1307.783
2017-11-30,1287.998
2017-12-29,1342.925
2018-01-31,1357.827
2018-02-28,1261.659
2018-03-30,1263.994
2018-04-30,1295.314
2018-05-31,1360.825
2018-06-29,1329.621
2018-07-31,1299.438
2018-08-31,1289.998
2018-09-28,1251.128
2018-10-31,1148.997
2018-11-30,1097.272
2018-12-31,1055.102
2019-01-31,1119.305
2019-02-28,1187.173
2019-03-29,1203.875
2019-04-30,1267.002
2019-05-31,1219.974
2019-06-28,1272.489
2019-07-31,1252.826
2019-08-30,1232.955
2019-09-30,1260.621
2019-10-31,1325.858
2019-11-29,1392.643
2019-12-31,1434.524
2020-01-31,1403.171
2020-02-28,1323.982
2020-03-31,1142.612
2020-04-30,1186.495
2020-05-29,1302.907
2020-06-30,1321.652
2020-07-31,1450.257
2020-08-31,1543.957
2020-09-30,1527.949
2020-10-30,1484.445
2020-11-30,1641.12
2020-12-31,1643.649
2021-01-29,1540.294
2021-02-26,1514.586
2021-03-31,1656.016
2021-04-30,1668.223
2021-05-31,1665.827
2021-06-30,1673.344
2021-07-30,1761.372
2021-08-31,1844.529
2021-09-30,1727.713
2021-10-29,1780.724
2021-11-30,1579.394
2021-12-31,1709.993
2022-01-31,1558.086
2022-02-28,1514.41
2022-03-31,1406.273
2022-04-29,1327.376
2022-05-31,1298.176
2022-06-30,1083.11
2022-07-29,1137.594
2022-08-31,1211.169
2022-09-30,1040.144
2022-10-31,1147.602
2022-11-30,1245.023
2022-12-30,1188.363
2023-01-31,1322.0
2023-02-28,1368.134
2023-03-31,1482.0
2023-04-28,1586.542
2023-05-31,1521.247
2023-06-30,1550.998
2023-07-31,1613.152
2023-08-31,1527.687
2023-09-29,1379.934
2023-10-31,1284.33
2023-11-30,1352.239
2023-12-29,1472.705
2024-01-31,1580.682
2024-02-29,1618.993
2024-03-29,1662.537
2024-04-30,1675.227
2024-05-31,1745.311
2024-06-28,1598.35
2024-07-31,1791.58
2024-08-30,1780.975
2024-09-30,1889.92
2024-10-31,1790.29
2024-11-29,1639.923
2024-12-31,1628.671
2025-01-31,1664.019
2025-02-28,1781.144
2025-03-31,1752.094
2025-04-30,1829.766
2025-05-30,1888.943
2025-06-30,1947.58
2025-07-31,1918.735
