Date,JAPAN IMI IMI (Large+Mid+Small Cap)
1994-05-31,957.665
1994-06-30,1015.611
1994-07-29,978.438
1994-08-31,980.875
1994-09-30,955.006
1994-10-31,977.467
1994-11-30,916.8
1994-12-30,933.547
1995-01-31,879.7
1995-02-28,827.585
1995-03-31,903.592
1995-04-28,942.169
1995-05-31,879.887
1995-06-30,841.015
1995-07-31,901.814
1995-08-31,869.547
1995-09-29,873.117
1995-10-31,827.597
1995-11-30,871.055
1995-12-29,911.594
1996-01-31,898.214
1996-02-29,884.786
1996-03-29,915.213
1996-04-30,976.953
1996-05-31,930.014
1996-06-28,934.419
1996-07-31,890.793
1996-08-30,853.993
1996-09-30,875.712
1996-10-31,817.449
1996-11-29,820.44
1996-12-31,759.952
1997-01-31,680.069
1997-02-28,691.024
1997-03-31,666.749
1997-04-30,680.423
1997-05-30,769.757
1997-06-30,816.771
1997-07-31,783.681
1997-08-29,712.544
1997-09-30,689.271
1997-10-31,639.104
1997-11-28,587.917
1997-12-31,544.694
1998-01-30,602.638
1998-02-27,607.375
1998-03-31,567.482
1998-04-30,561.624
1998-05-29,534.571
1998-06-30,537.264
1998-07-31,531.644
1998-08-31,477.389
1998-09-30,468.226
1998-10-30,541.24
1998-11-30,565.937
1998-12-31,588.73
1999-01-29,592.026
1999-02-26,581.138
1999-03-31,663.1
1999-04-30,697.599
1999-05-31,661.884
1999-06-30,738.038
1999-07-30,813.314
1999-08-31,841.224
1999-09-30,901.54
1999-10-29,958.88
1999-11-30,1035.723
1999-12-31,1081.181
2000-01-31,1028.935
2000-02-29,1022.086
2000-03-31,1079.786
2000-04-28,981.716
2000-05-31,907.294
2000-06-30,966.191
2000-07-31,847.605
2000-08-31,908.892
2000-09-29,868.904
2000-10-31,803.894
2000-11-30,780.193
2000-12-29,711.737
2001-01-31,709.639
2001-02-28,672.872
2001-03-30,649.826
2001-04-30,702.933
2001-05-31,702.18
2001-06-29,662.249
2001-07-31,605.603
2001-08-31,588.823
2001-09-28,547.832
2001-10-31,551.711
2001-11-30,544.245
2001-12-31,501.586
2002-01-31,463.822
2002-02-28,482.998
2002-03-29,513.146
2002-04-30,540.384
2002-05-31,579.445
2002-06-28,550.638
2002-07-31,515.922
2002-08-30,509.857
2002-09-30,487.752
2002-10-31,454.217
2002-11-29,470.485
2002-12-31,460.083
2003-01-31,442.845
2003-02-28,447.912
2003-03-31,430.633
2003-04-30,430.753
2003-05-30,451.111
2003-06-30,483.757
2003-07-31,501.887
2003-08-29,552.221
2003-09-30,588.208
2003-10-31,616.189
2003-11-28,593.613
2003-12-31,633.319
2004-01-30,646.339
2004-02-27,645.915
2004-03-31,739.365
2004-04-30,703.791
2004-05-31,677.097
2004-06-30,718.314
2004-07-30,673.407
2004-08-31,677.284
2004-09-30,660.478
2004-10-29,676.011
2004-11-30,707.947
2004-12-31,743.987
2005-01-31,733.39
2005-02-28,748.015
2005-03-31,735.618
2005-04-29,718.548
2005-05-31,710.293
2005-06-30,711.164
2005-07-29,719.181
2005-08-31,765.006
2005-09-30,838.734
2005-10-31,834.675
2005-11-30,866.96
2005-12-30,945.27
2006-01-31,988.418
2006-02-28,972.27
2006-03-31,999.217
2006-04-28,1025.102
2006-05-31,960.268
2006-06-30,946.457
2006-07-31,935.438
2006-08-31,949.913
2006-09-29,934.345
2006-10-31,948.122
2006-11-30,953.547
2006-12-29,973.286
2007-01-31,982.47
2007-02-28,1020.759
2007-03-30,1007.263
2007-04-30,988.499
2007-05-31,1000.0
2007-06-29,997.501
2007-07-31,995.58
2007-08-31,964.385
2007-09-28,984.73
2007-10-31,984.142
2007-11-30,965.93
2007-12-31,925.261
2008-01-31,883.257
2008-02-29,889.43
2008-03-31,858.171
2008-04-30,913.774
2008-05-30,937.837
2008-06-30,874.702
2008-07-31,845.041
2008-08-29,810.951
2008-09-30,721.525
2008-10-31,618.769
2008-11-28,615.462
2008-12-31,665.191
2009-01-30,621.405
2009-02-27,543.798
2009-03-31,556.294
2009-04-30,606.353
2009-05-29,670.391
2009-06-30,686.425
2009-07-31,714.063
2009-08-31,743.825
2009-09-30,732.405
2009-10-30,712.831
2009-11-30,702.984
2009-12-31,705.895
2010-01-29,719.533
2010-02-26,728.322
2010-03-31,764.268
2010-04-30,765.945
2010-05-31,705.182
2010-06-30,693.364
2010-07-30,715.804
2010-08-31,699.612
2010-09-30,731.179
2010-10-29,743.294
2010-11-30,758.768
2010-12-31,819.014
2011-01-31,821.207
2011-02-28,858.065
2011-03-31,782.671
2011-04-29,785.232
2011-05-31,772.597
2011-06-30,786.459
2011-07-29,815.029
2011-08-31,753.714
2011-09-30,743.348
2011-10-31,737.474
2011-11-30,706.841
2011-12-30,713.5
2012-01-31,745.291
2012-02-29,778.298
2012-03-30,790.28
2012-04-30,767.143
2012-05-31,699.401
2012-06-29,734.411
2012-07-31,717.798
2012-08-31,712.759
2012-09-28,729.814
2012-10-31,715.82
2012-11-30,730.962
2012-12-31,767.279
2013-01-31,795.53
2013-02-28,817.592
2013-03-29,861.386
2013-04-30,934.064
2013-05-31,877.991
2013-06-28,890.69
2013-07-31,897.393
2013-08-30,879.137
2013-09-30,956.529
2013-10-31,955.926
2013-11-29,967.03
2013-12-31,974.734
2014-01-31,942.394
2014-02-28,934.865
2014-03-31,925.033
2014-04-30,902.19
2014-05-30,937.592
2014-06-30,989.43
2014-07-31,995.092
2014-08-29,975.861
2014-09-30,964.661
2014-10-31,949.942
2014-11-28,950.679
2014-12-31,940.835
2015-01-30,964.38
2015-02-27,1018.968
2015-03-31,1035.247
2015-04-30,1069.094
2015-05-29,1082.82
2015-06-30,1069.833
2015-07-31,1073.343
2015-08-31,1015.205
2015-09-30,951.543
2015-10-30,1042.049
2015-11-30,1035.542
2015-12-31,1039.775
2016-01-29,957.514
2016-02-29,934.064
2016-03-31,980.704
2016-04-29,1025.782
2016-05-31,1017.046
2016-06-30,995.407
2016-07-29,1057.89
2016-08-31,1054.441
2016-09-30,1078.242
2016-10-31,1092.494
2016-11-30,1061.676
2016-12-30,1073.523
2017-01-31,1113.571
2017-02-28,1129.816
2017-03-31,1126.039
2017-04-28,1139.171
2017-05-31,1174.797
2017-06-30,1187.006
2017-07-31,1212.381
2017-08-31,1215.901
2017-09-29,1238.906
2017-10-31,1293.367
2017-11-30,1333.272
2017-12-29,1344.603
2018-01-31,1405.393
2018-02-28,1384.982
2018-03-30,1358.884
2018-04-30,1366.625
2018-05-31,1355.06
2018-06-29,1319.543
2018-07-31,1321.698
2018-08-31,1322.523
2018-09-28,1358.719
2018-10-31,1241.375
2018-11-30,1251.439
2018-12-31,1163.604
2019-01-31,1233.303
2019-02-28,1235.404
2019-03-29,1242.063
2019-04-30,1258.165
2019-05-31,1208.091
2019-06-28,1250.546
2019-07-31,1254.776
2019-08-30,1242.157
2019-09-30,1291.469
2019-10-31,1355.399
2019-11-29,1363.663
2019-12-31,1391.263
2020-01-31,1367.484
2020-02-28,1236.043
2020-03-31,1149.372
2020-04-30,1212.652
2020-05-29,1288.019
2020-06-30,1285.185
2020-07-31,1262.412
2020-08-31,1359.237
2020-09-30,1379.922
2020-10-30,1355.706
2020-11-30,1510.823
2020-12-31,1573.558
2021-01-29,1558.447
2021-02-26,1579.309
2021-03-31,1602.991
2021-04-30,1579.506
2021-05-31,1598.022
2021-06-30,1597.074
2021-07-30,1579.213
2021-08-31,1626.908
2021-09-30,1666.627
2021-10-29,1609.817
2021-11-30,1559.816
2021-12-31,1589.05
2022-01-31,1507.726
2022-02-28,1498.102
2022-03-31,1482.564
2022-04-29,1355.324
2022-05-31,1375.529
2022-06-30,1274.73
2022-07-29,1345.869
2022-08-31,1313.081
2022-09-30,1184.615
2022-10-31,1212.575
2022-11-30,1328.451
2022-12-30,1338.356
2023-01-31,1415.572
2023-02-28,1363.499
2023-03-31,1415.542
2023-04-28,1421.655
2023-05-31,1438.307
2023-06-30,1492.234
2023-07-31,1540.186
2023-08-31,1507.849
2023-09-29,1473.361
2023-10-31,1408.128
2023-11-30,1523.132
2023-12-29,1592.072
2024-01-31,1652.782
2024-02-29,1695.665
2024-03-29,1748.81
2024-04-30,1664.163
2024-05-31,1683.635
2024-06-28,1669.107
2024-07-31,1773.984
2024-08-30,1784.396
2024-09-30,1785.643
2024-10-31,1709.259
2024-11-29,1722.599
2024-12-31,1712.665
2025-01-31,1740.484
2025-02-28,1720.131
2025-03-31,1730.623
2025-04-30,1820.369
2025-05-30,1891.768
2025-06-30,1930.842
2025-07-31,1910.174
2025-08-29,2044.609
2025-09-30,2090.74
2025-10-31,2137.183
2025-11-28,2137.647
2025-12-31,2148.463
