Date,NETHERLANDS LARGE VALUE Large Cap
1994-05-31,160.505
1994-06-30,160.477
1994-07-29,169.696
1994-08-31,174.099
1994-09-30,169.05
1994-10-31,181.54
1994-11-30,172.164
1994-12-30,175.609
1995-01-31,177.075
1995-02-28,181.949
1995-03-31,189.892
1995-04-28,196.314
1995-05-31,203.434
1995-06-30,202.643
1995-07-31,212.216
1995-08-31,200.063
1995-09-29,210.771
1995-10-31,211.93
1995-11-30,221.618
1995-12-29,231.723
1996-01-31,230.472
1996-02-29,234.404
1996-03-29,239.174
1996-04-30,241.803
1996-05-31,257.291
1996-06-28,255.248
1996-07-31,249.968
1996-08-30,252.803
1996-09-30,263.267
1996-10-31,270.3
1996-11-29,288.434
1996-12-31,296.29
1997-01-31,297.023
1997-02-28,305.196
1997-03-31,313.799
1997-04-30,311.421
1997-05-30,336.473
1997-06-30,358.454
1997-07-31,391.287
1997-08-29,351.673
1997-09-30,382.566
1997-10-31,365.44
1997-11-28,362.481
1997-12-31,376.901
1998-01-30,378.149
1998-02-27,412.636
1998-03-31,430.2
1998-04-30,441.286
1998-05-29,462.474
1998-06-30,455.556
1998-07-31,469.613
1998-08-31,398.129
1998-09-30,368.673
1998-10-30,383.785
1998-11-30,407.928
1998-12-31,431.998
1999-01-29,397.66
1999-02-26,402.276
1999-03-31,429.869
1999-04-30,470.825
1999-05-31,450.428
1999-06-30,460.355
1999-07-30,473.416
1999-08-31,485.837
1999-09-30,461.647
1999-10-29,487.211
1999-11-30,483.522
1999-12-31,542.923
2000-01-31,470.807
2000-02-29,503.721
2000-03-31,517.286
2000-04-28,496.495
2000-05-31,513.996
2000-06-30,546.507
2000-07-31,521.622
2000-08-31,524.351
2000-09-29,508.89
2000-10-31,509.448
2000-11-30,506.769
2000-12-29,529.558
2001-01-31,532.861
2001-02-28,495.822
2001-03-30,455.395
2001-04-30,489.623
2001-05-31,481.902
2001-06-29,466.244
2001-07-31,464.745
2001-08-31,460.665
2001-09-28,406.361
2001-10-31,399.583
2001-11-30,403.187
2001-12-31,412.894
2002-01-31,405.631
2002-02-28,413.131
2002-03-29,441.715
2002-04-30,441.56
2002-05-31,456.97
2002-06-28,449.887
2002-07-31,365.392
2002-08-30,379.994
2002-09-30,315.55
2002-10-31,358.148
2002-11-29,375.645
2002-12-31,357.303
2003-01-31,336.509
2003-02-28,309.988
2003-03-31,298.294
2003-04-30,333.74
2003-05-30,358.632
2003-06-30,367.787
2003-07-31,378.865
2003-08-29,381.705
2003-09-30,375.253
2003-10-31,399.579
2003-11-28,410.872
2003-12-31,461.262
2004-01-30,448.389
2004-02-27,450.207
2004-03-31,424.238
2004-04-30,433.861
2004-05-31,443.65
2004-06-30,452.196
2004-07-30,437.235
2004-08-31,443.127
2004-09-30,454.913
2004-10-29,476.276
2004-11-30,505.843
2004-12-31,529.356
2005-01-31,526.902
2005-02-28,566.827
2005-03-31,540.36
2005-04-29,517.376
2005-05-31,518.797
2005-06-30,551.885
2005-07-29,558.614
2005-08-31,552.72
2005-09-30,561.513
2005-10-31,553.755
2005-11-30,589.63
2005-12-30,614.668
2006-01-31,632.448
2006-02-28,660.517
2006-03-31,693.693
2006-04-28,717.512
2006-05-31,687.335
2006-06-30,686.883
2006-07-31,703.224
2006-08-31,746.676
2006-09-29,770.322
2006-10-31,770.713
2006-11-30,779.916
2006-12-29,817.862
2007-01-31,816.879
2007-02-28,839.632
2007-03-30,907.122
2007-04-30,1018.522
2007-05-31,1000.0
2007-06-29,982.706
2007-07-31,972.472
2007-08-31,947.485
2007-09-28,1043.669
2007-10-31,1056.09
2007-11-30,999.592
2007-12-31,1010.783
2008-01-31,885.735
2008-02-29,912.281
2008-03-31,941.242
2008-04-30,989.431
2008-05-30,982.993
2008-06-30,844.029
2008-07-31,834.503
2008-08-29,833.281
2008-09-30,643.253
2008-10-31,388.784
2008-11-28,370.381
2008-12-31,432.984
2009-01-30,381.844
2009-02-27,305.668
2009-03-31,318.837
2009-04-30,402.033
2009-05-29,454.043
2009-06-30,438.634
2009-07-31,534.506
2009-08-31,572.111
2009-09-30,639.731
2009-10-30,573.591
2009-11-30,580.547
2009-12-31,619.936
2010-01-29,602.509
2010-02-26,560.06
2010-03-31,627.753
2010-04-30,621.591
2010-05-31,545.838
2010-06-30,532.471
2010-07-30,640.28
2010-08-31,603.721
2010-09-30,691.296
2010-10-29,707.129
2010-11-30,602.357
2010-12-31,665.866
2011-01-31,745.929
2011-02-28,800.1
2011-03-31,805.518
2011-04-29,847.116
2011-05-31,776.613
2011-06-30,763.009
2011-07-29,689.284
2011-08-31,569.291
2011-09-30,489.582
2011-10-31,577.955
2011-11-30,522.27
2011-12-30,510.317
2012-01-31,549.529
2012-02-29,561.063
2012-03-30,549.812
2012-04-30,494.168
2012-05-31,447.169
2012-06-29,488.666
2012-07-31,501.964
2012-08-31,548.856
2012-09-28,550.052
2012-10-31,575.94
2012-11-30,586.645
2012-12-31,602.055
2013-01-31,674.745
2013-02-28,571.15
2013-03-29,555.938
2013-04-30,584.297
2013-05-31,630.383
2013-06-28,596.995
2013-07-31,677.888
2013-08-30,666.532
2013-09-30,706.835
2013-10-31,780.71
2013-11-29,794.176
2013-12-31,824.733
2014-01-31,771.661
2014-02-28,850.057
2014-03-31,854.295
2014-04-30,840.421
2014-05-30,821.009
2014-06-30,827.946
2014-07-31,776.216
2014-08-29,783.386
2014-09-30,784.889
2014-10-31,783.668
2014-11-28,806.127
2014-12-31,772.801
2015-01-30,753.857
2015-02-27,824.785
2015-03-31,821.248
2015-04-30,840.354
2015-05-29,861.935
2015-06-30,846.872
2015-07-31,892.728
2015-08-31,801.325
2015-09-30,739.11
2015-10-30,791.767
2015-11-30,762.621
2015-12-31,743.945
2016-01-29,648.095
2016-02-29,652.374
2016-03-31,675.414
2016-04-29,707.657
2016-05-31,707.742
2016-06-30,574.854
2016-07-29,623.956
2016-08-31,703.935
2016-09-30,695.661
2016-10-31,746.363
2016-11-30,776.724
2016-12-30,803.056
2017-01-31,824.599
2017-02-28,802.766
2017-03-31,887.492
2017-04-28,945.959
2017-05-31,970.242
2017-06-30,998.849
2017-07-31,1080.716
2017-08-31,1058.839
2017-09-29,1104.013
2017-10-31,1111.752
2017-11-30,1094.107
2017-12-29,1124.645
2018-01-31,1189.225
2018-02-28,1110.475
2018-03-30,1086.404
2018-04-30,1134.699
2018-05-31,1003.299
2018-06-29,1004.271
2018-07-31,1065.245
2018-08-31,1008.328
2018-09-28,1000.286
2018-10-31,900.707
2018-11-30,908.104
2018-12-31,822.613
2019-01-31,897.088
2019-02-28,964.637
2019-03-29,909.073
2019-04-30,968.559
2019-05-31,874.652
2019-06-28,934.276
2019-07-31,902.433
2019-08-30,787.167
2019-09-30,848.392
2019-10-31,908.403
2019-11-29,909.613
2019-12-31,925.182
2020-01-31,864.519
2020-02-28,764.349
2020-03-31,557.443
2020-04-30,581.305
2020-05-29,636.732
2020-06-30,678.977
2020-07-31,706.19
2020-08-31,774.688
2020-09-30,720.577
2020-10-30,677.67
2020-11-30,835.195
2020-12-31,833.922
2021-01-29,806.289
2021-02-26,855.314
2021-03-31,917.396
2021-04-30,962.996
2021-05-31,1021.586
2021-06-30,1006.964
2021-07-30,1000.943
2021-08-31,1064.041
2021-09-30,1058.303
2021-10-29,1113.803
2021-11-30,1055.586
2021-12-31,1082.065
2022-01-31,1069.0
2022-02-28,947.551
2022-03-31,901.158
2022-04-29,835.441
2022-05-31,892.756
2022-06-30,798.583
2022-07-29,806.074
2022-08-31,763.574
2022-09-30,731.298
2022-10-31,787.852
2022-11-30,891.107
2022-12-30,902.389
2023-01-31,1006.565
2023-02-28,1004.561
2023-03-31,975.276
2023-04-28,1048.984
2023-05-31,996.756
2023-06-30,1076.014
2023-07-31,1098.164
2023-08-31,1090.064
2023-09-29,1010.357
2023-10-31,976.952
2023-11-30,1026.812
2023-12-29,1092.371
2024-01-31,1071.372
2024-02-29,1050.619
2024-03-29,1139.157
2024-04-30,1200.545
2024-05-31,1272.624
2024-06-28,1231.723
2024-07-31,1297.829
2024-08-30,1369.682
2024-09-30,1417.434
2024-10-31,1306.406
2024-11-29,1264.433
2024-12-31,1230.767
2025-01-31,1289.14
2025-02-28,1363.515
2025-03-31,1420.463
2025-04-30,1499.594
2025-05-30,1595.447
2025-06-30,1625.955
2025-07-31,1643.03
