Date,SINGAPORE Standard (Large+Mid Cap)
1969-12-31,100.0
1970-01-30,98.938
1970-02-27,100.495
1970-03-31,97.934
1970-04-30,91.793
1970-05-29,91.488
1970-06-30,92.15
1970-07-31,93.066
1970-08-31,92.138
1970-09-30,92.958
1970-10-30,93.804
1970-11-30,92.734
1970-12-31,95.634
1971-01-29,101.807
1971-02-26,100.81
1971-03-31,103.078
1971-04-30,105.57
1971-05-31,115.994
1971-06-30,120.068
1971-07-30,126.212
1971-08-31,130.174
1971-09-30,141.462
1971-10-29,145.989
1971-11-30,151.258
1971-12-31,155.854
1972-01-31,166.376
1972-02-29,177.902
1972-03-31,212.902
1972-04-28,217.456
1972-05-31,214.437
1972-06-30,223.132
1972-07-31,254.971
1972-08-31,265.66
1972-09-29,254.841
1972-10-31,270.255
1972-11-30,354.521
1972-12-29,494.928
1973-01-31,575.101
1973-02-28,506.73
1973-03-30,518.474
1973-04-30,401.751
1973-05-31,494.382
1973-06-29,516.343
1973-07-31,484.386
1973-08-31,398.086
1973-09-28,428.474
1973-10-31,448.673
1973-11-30,371.706
1973-12-31,331.202
1974-01-31,340.378
1974-02-28,338.762
1974-03-29,317.655
1974-04-30,283.538
1974-05-31,316.488
1974-06-28,293.812
1974-07-31,252.842
1974-08-30,221.765
1974-09-30,197.046
1974-10-31,206.042
1974-11-29,170.746
1974-12-31,170.388
1975-01-31,261.046
1975-02-28,319.087
1975-03-31,343.026
1975-04-30,337.813
1975-05-30,314.632
1975-06-30,280.664
1975-07-31,259.075
1975-08-29,249.795
1975-09-30,245.761
1975-10-31,271.514
1975-11-28,262.737
1975-12-31,277.775
1976-01-30,343.382
1976-02-27,334.197
1976-03-31,306.463
1976-04-30,326.103
1976-05-31,313.714
1976-06-30,320.304
1976-07-30,311.539
1976-08-31,324.654
1976-09-30,325.982
1976-10-29,307.712
1976-11-30,297.128
1976-12-31,315.148
1977-01-31,312.885
1977-02-28,309.817
1977-03-31,302.079
1977-04-29,296.072
1977-05-31,296.272
1977-06-30,309.677
1977-07-29,319.107
1977-08-31,323.406
1977-09-30,315.707
1977-10-31,318.111
1977-11-30,325.894
1977-12-30,332.226
1978-01-31,327.303
1978-02-28,330.441
1978-03-31,360.559
1978-04-28,378.893
1978-05-31,401.944
1978-06-30,450.621
1978-07-31,468.259
1978-08-31,545.369
1978-09-29,483.923
1978-10-31,557.284
1978-11-30,462.643
1978-12-29,480.14
1979-01-31,525.133
1979-02-28,492.461
1979-03-30,524.195
1979-04-30,537.887
1979-05-31,563.139
1979-06-29,541.506
1979-07-31,555.89
1979-08-31,579.039
1979-09-28,615.929
1979-10-31,568.198
1979-11-30,579.518
1979-12-31,614.983
1980-01-31,687.477
1980-02-29,713.708
1980-03-31,627.622
1980-04-30,672.83
1980-05-30,764.176
1980-06-30,830.671
1980-07-31,869.46
1980-08-29,913.726
1980-09-30,861.304
1980-10-31,964.332
1980-11-28,1012.872
1980-12-31,997.886
1981-01-30,1131.302
1981-02-27,1242.515
1981-03-31,1235.04
1981-04-30,1321.439
1981-05-29,1262.294
1981-06-30,1377.078
1981-07-31,1170.15
1981-08-31,919.16
1981-09-30,935.438
1981-10-30,957.986
1981-11-30,1157.095
1981-12-31,1177.886
1982-01-29,1151.172
1982-02-26,1045.403
1982-03-31,1009.277
1982-04-30,1079.272
1982-05-31,1078.008
1982-06-30,962.857
1982-07-30,876.913
1982-08-31,835.889
1982-09-30,856.159
1982-10-29,915.013
1982-11-30,927.497
1982-12-31,981.135
1983-01-31,1064.805
1983-02-28,1133.169
1983-03-31,1166.28
1983-04-29,1277.875
1983-05-31,1249.728
1983-06-30,1267.846
1983-07-29,1204.23
1983-08-31,1237.592
1983-09-30,1224.714
1983-10-31,1190.598
1983-11-30,1196.81
1983-12-30,1292.641
1984-01-31,1324.596
1984-02-29,1278.94
1984-03-30,1252.3
1984-04-30,1248.272
1984-05-31,1163.479
1984-06-29,1079.88
1984-07-31,1105.285
1984-08-31,1098.451
1984-09-28,1056.582
1984-10-31,986.901
1984-11-30,952.854
1984-12-31,944.656
1985-01-31,967.964
1985-02-28,948.471
1985-03-29,947.807
1985-04-30,925.155
1985-05-31,951.804
1985-06-28,902.282
1985-07-31,897.675
1985-08-30,833.537
1985-09-30,915.501
1985-10-31,906.87
1985-11-29,837.118
1985-12-31,735.013
1986-01-31,724.343
1986-02-28,741.707
1986-03-31,677.592
1986-04-30,645.19
1986-05-30,709.785
1986-06-30,834.48
1986-07-31,834.835
1986-08-29,939.85
1986-09-30,910.942
1986-10-31,1113.87
1986-11-28,1030.537
1986-12-31,1067.037
1987-01-30,1180.247
1987-02-27,1343.698
1987-03-31,1308.567
1987-04-30,1419.788
1987-05-29,1555.657
1987-06-30,1583.506
1987-07-31,1750.7
1987-08-31,1759.488
1987-09-30,1732.007
1987-10-30,1015.958
1987-11-30,1025.891
1987-12-31,1091.331
1988-01-29,1177.716
1988-02-29,1152.586
1988-03-31,1217.556
1988-04-29,1286.052
1988-05-31,1316.082
1988-06-30,1436.333
1988-07-29,1470.418
1988-08-31,1341.561
1988-09-30,1340.283
1988-10-31,1396.805
1988-11-30,1398.172
1988-12-30,1454.911
1989-01-31,1597.308
1989-02-28,1594.57
1989-03-31,1658.778
1989-04-28,1755.949
1989-05-31,1792.686
1989-06-30,1807.149
1989-07-31,1911.026
1989-08-31,1855.535
1989-09-29,1887.836
1989-10-31,1821.377
1989-11-30,1919.85
1989-12-29,2069.787
1990-01-31,2134.456
1990-02-28,2180.842
1990-03-30,2124.435
1990-04-30,1951.574
1990-05-31,2183.274
1990-06-29,2186.055
1990-07-31,2319.515
1990-08-31,1977.002
1990-09-28,1663.528
1990-10-31,1795.469
1990-11-30,1733.074
1990-12-31,1828.446
1991-01-31,1898.154
1991-02-28,2148.667
1991-03-29,2163.775
1991-04-30,2193.793
1991-05-31,2222.593
1991-06-28,2152.424
1991-07-31,2163.851
1991-08-30,2080.847
1991-09-30,2044.065
1991-10-31,2099.512
1991-11-29,2153.096
1991-12-31,2284.799
1992-01-31,2348.72
1992-02-28,2340.919
1992-03-31,2249.865
1992-04-30,2297.024
1992-05-29,2360.587
1992-06-30,2337.641
1992-07-31,2344.473
1992-08-31,2255.327
1992-09-30,2302.434
1992-10-30,2360.752
1992-11-30,2436.529
1992-12-31,2428.349
1993-01-29,2471.952
1993-02-26,2515.295
1993-03-31,2514.428
1993-04-30,2708.76
1993-05-31,2794.607
1993-06-30,2695.423
1993-07-30,2712.956
1993-08-31,3069.048
1993-09-30,3205.717
1993-10-29,3375.902
1993-11-30,3338.524
1993-12-31,4078.785
1994-01-31,3980.404
1994-02-28,3968.688
1994-03-31,3587.118
1994-04-29,3938.532
1994-05-31,3967.242
1994-06-30,3886.158
1994-07-29,3985.551
1994-08-31,4184.64
1994-09-30,4362.669
1994-10-31,4572.188
1994-11-30,4318.08
1994-12-30,4351.327
1995-01-31,4006.167
1995-02-28,4163.882
1995-03-31,4259.992
1995-04-28,4319.549
1995-05-31,4600.035
1995-06-30,4376.243
1995-07-31,4466.729
1995-08-31,4249.13
1995-09-29,4228.196
1995-10-31,4217.99
1995-11-30,4314.935
1995-12-29,4632.194
1996-01-31,4879.266
1996-02-29,4931.021
1996-03-29,4856.085
1996-04-30,4888.851
1996-05-31,4646.515
1996-06-28,4482.937
1996-07-31,4141.232
1996-08-30,4235.378
1996-09-30,4228.302
1996-10-31,4085.343
1996-11-29,4239.122
1996-12-31,4314.219
1997-01-31,4406.099
1997-02-28,4359.329
1997-03-31,4026.526
1997-04-30,3813.875
1997-05-30,4061.111
1997-06-30,3992.737
1997-07-31,3889.444
1997-08-29,3554.738
1997-09-30,3691.149
1997-10-31,2985.177
1997-11-28,3257.233
1997-12-31,3017.828
1998-01-30,2477.253
1998-02-27,3117.482
1998-03-31,3088.515
1998-04-30,2890.164
1998-05-29,2386.163
1998-06-30,2082.827
1998-07-31,2062.758
1998-08-31,1655.284
1998-09-30,1873.972
1998-10-30,2318.013
1998-11-30,2662.005
1998-12-31,2629.265
1999-01-29,2640.59
1999-02-26,2608.422
1999-03-31,2898.402
1999-04-30,3587.35
1999-05-31,3641.306
1999-06-30,4216.941
1999-07-30,4275.028
1999-08-31,4261.577
1999-09-30,4191.158
1999-10-29,4409.574
1999-11-30,4680.227
1999-12-31,5242.75
2000-01-31,4545.238
2000-02-29,4136.644
2000-03-31,4142.351
2000-04-28,4392.021
2000-05-31,3571.765
2000-06-30,4054.402
2000-07-31,4056.529
2000-08-31,4195.824
2000-09-29,3840.451
2000-10-31,3837.385
2000-11-30,3766.536
2000-12-29,3789.328
2001-01-31,3800.727
2001-02-28,3711.956
2001-03-30,3086.16
2001-04-30,3122.165
2001-05-31,2992.544
2001-06-29,3042.658
2001-07-31,3005.358
2001-08-31,3035.698
2001-09-28,2415.374
2001-10-31,2436.634
2001-11-30,2622.197
2001-12-31,2901.935
2002-01-31,3255.996
2002-02-28,3130.907
2002-03-29,3289.076
2002-04-30,3193.923
2002-05-31,3133.773
2002-06-28,2938.021
2002-07-31,2878.423
2002-08-30,2872.151
2002-09-30,2545.305
2002-10-31,2789.96
2002-11-29,2642.664
2002-12-31,2581.368
2003-01-31,2468.437
2003-02-28,2444.153
2003-03-31,2408.302
2003-04-30,2429.824
2003-05-30,2650.318
2003-06-30,2803.89
2003-07-31,3010.968
2003-08-29,3126.602
2003-09-30,3226.943
2003-10-31,3417.693
2003-11-28,3391.443
2003-12-31,3551.927
2004-01-30,3730.8
2004-02-27,3773.605
2004-03-31,3756.022
2004-04-30,3694.591
2004-05-31,3623.828
2004-06-30,3673.496
2004-07-30,3773.89
2004-08-31,3860.879
2004-09-30,4056.765
2004-10-29,4086.166
2004-11-30,4208.775
2004-12-31,4342.859
2005-01-31,4419.755
2005-02-28,4453.498
2005-03-31,4427.289
2005-04-29,4441.829
2005-05-31,4477.357
2005-06-30,4564.415
2005-07-29,4916.882
2005-08-31,4717.534
2005-09-30,4763.601
2005-10-31,4576.386
2005-11-30,4773.601
2005-12-30,4967.058
2006-01-31,5246.438
2006-02-28,5390.751
2006-03-31,5517.046
2006-04-28,5874.111
2006-05-31,5398.186
2006-06-30,5530.617
2006-07-31,5542.446
2006-08-31,5734.293
2006-09-29,5910.104
2006-10-31,6401.083
2006-11-30,6857.897
2006-12-29,7287.094
2007-01-31,7572.768
2007-02-28,7617.252
2007-03-30,8039.312
2007-04-30,8385.543
2007-05-31,8798.422
2007-06-29,8885.049
2007-07-31,8974.116
2007-08-31,8663.12
2007-09-28,9680.193
2007-10-31,10120.015
2007-11-30,9344.348
2007-12-31,9353.202
2008-01-31,8179.378
2008-02-29,8507.925
2008-03-31,8657.991
2008-04-30,9217.621
2008-05-30,9281.822
2008-06-30,8582.814
2008-07-31,8528.313
2008-08-29,7850.754
2008-09-30,6678.43
2008-10-31,4741.849
2008-11-28,4612.733
2008-12-31,4924.445
2009-01-30,4649.682
2009-02-27,4132.145
2009-03-31,4479.506
2009-04-30,5263.341
2009-05-29,6571.63
2009-06-30,6539.765
2009-07-31,7558.778
2009-08-31,7377.875
2009-09-30,7805.183
2009-10-30,7744.72
2009-11-30,8122.191
2009-12-31,8566.593
2010-01-29,8052.51
2010-02-26,8116.728
2010-03-31,8458.314
2010-04-30,8946.899
2010-05-31,8152.911
2010-06-30,8459.597
2010-07-30,9130.706
2010-08-31,9065.085
2010-09-30,9799.223
2010-10-29,10125.568
2010-11-30,9959.101
2010-12-31,10463.35
2011-01-31,10441.596
2011-02-28,9918.412
2011-03-31,10397.415
2011-04-29,10985.242
2011-05-31,10776.855
2011-06-30,10608.667
2011-07-29,11114.251
2011-08-31,10066.963
2011-09-30,8677.03
2011-10-31,9594.145
2011-11-30,8817.451
2011-12-30,8588.008
2012-01-31,9833.085
2012-02-29,10305.18
2012-03-30,10243.901
2012-04-30,10336.016
2012-05-31,9281.105
2012-06-29,9856.385
2012-07-31,10629.486
2012-08-31,10585.041
2012-09-28,10900.966
2012-10-31,10736.36
2012-11-30,10919.411
2012-12-31,11246.875
2013-01-31,11409.03
2013-02-28,11425.516
2013-03-29,11585.538
2013-04-30,11982.938
2013-05-31,11387.227
2013-06-28,10851.911
2013-07-31,11254.219
2013-08-30,10639.714
2013-09-30,11356.486
2013-10-31,11762.292
2013-11-29,11586.595
2013-12-31,11437.783
2014-01-31,10688.24
2014-02-28,11050.547
2014-03-31,11334.325
2014-04-30,11783.323
2014-05-30,12006.398
2014-06-30,11981.128
2014-07-31,12483.27
2014-08-29,12342.134
2014-09-30,11838.222
2014-10-31,11702.667
2014-11-28,11850.252
2014-12-31,11783.837
2015-01-30,11536.836
2015-02-27,11535.846
2015-03-31,11559.354
2015-04-30,12371.755
2015-05-29,11708.166
2015-06-30,11552.567
2015-07-31,11004.46
2015-08-31,9731.222
2015-09-30,9302.145
2015-10-30,10182.574
2015-11-30,9632.715
2015-12-31,9696.718
2016-01-29,8822.684
2016-02-29,9122.484
2016-03-31,10185.944
2016-04-29,10240.607
2016-05-31,9793.527
2016-06-30,10221.102
2016-07-29,10243.918
2016-08-31,10040.42
2016-09-30,10205.783
2016-10-31,9792.851
2016-11-30,10007.826
2016-12-30,9834.503
2017-01-31,10654.904
2017-02-28,10916.019
2017-03-31,11158.192
2017-04-28,11191.534
2017-05-31,11611.647
2017-06-30,11745.246
2017-07-31,12362.201
2017-08-31,12275.597
2017-09-29,12110.842
2017-10-31,12718.315
2017-11-30,13212.432
2017-12-29,13332.205
2018-01-31,14185.628
2018-02-28,13904.479
2018-03-30,13699.479
2018-04-30,14555.19
2018-05-31,13691.344
2018-06-29,12671.871
2018-07-31,12888.289
2018-08-31,12672.453
2018-09-28,12947.062
2018-10-31,11834.606
2018-11-30,12185.459
2018-12-31,12077.355
2019-01-31,12774.769
2019-02-28,12746.264
2019-03-29,12828.182
2019-04-30,13637.344
2019-05-31,12440.135
2019-06-28,13719.804
2019-07-31,13589.108
2019-08-30,12770.659
2019-09-30,12926.542
2019-10-31,13627.763
2019-11-29,13453.916
2019-12-31,13888.376
2020-01-31,13405.115
2020-02-28,12453.077
2020-03-31,9972.381
2020-04-30,10806.945
2020-05-29,10465.942
2020-06-30,10924.131
2020-07-31,10939.794
2020-08-31,11153.867
2020-09-30,10813.584
2020-10-30,10521.031
2020-11-30,12517.638
2020-12-31,12851.324
2021-01-29,12974.516
2021-02-26,13318.722
2021-03-31,13991.583
2021-04-30,14438.256
2021-05-31,14427.718
2021-06-30,14057.276
2021-07-30,14246.329
2021-08-31,14075.593
2021-09-30,14055.405
2021-10-29,14647.632
2021-11-30,13544.422
2021-12-31,13579.179
2022-01-31,13434.6
2022-02-28,13275.72
2022-03-31,13345.385
2022-04-29,12350.12
2022-05-31,12006.227
2022-06-30,11108.976
2022-07-29,11771.17
2022-08-31,11559.418
2022-09-30,10942.473
2022-10-31,10939.319
2022-11-30,12194.11
2022-12-30,12086.578
2023-01-31,12990.961
2023-02-28,12320.942
2023-03-31,12938.117
2023-04-28,12849.929
2023-05-31,12012.804
2023-06-30,12218.068
2023-07-31,13357.946
2023-08-31,12225.952
2023-09-29,12179.203
2023-10-31,11614.803
2023-11-30,11870.215
2023-12-29,12724.205
2024-01-31,12164.919
2024-02-29,12269.712
2024-03-29,12740.011
2024-04-30,13248.526
2024-05-31,13755.299
2024-06-28,13872.174
2024-07-31,14285.84
2024-08-30,15066.403
2024-09-30,16310.947
2024-10-31,15768.158
2024-11-29,17024.716
2024-12-31,16828.029
2025-01-31,17594.42
2025-02-28,18081.419
2025-03-31,18428.112
2025-04-30,18639.298
2025-05-30,19841.298
2025-06-30,20253.189
2025-07-31,20650.958
2025-08-29,22109.772
2025-09-30,22043.471
2025-10-31,21971.312
2025-11-28,22014.48
2025-12-31,22273.36
